title,day,date,month,year,event_type,series,body,city,venue
C-BIP Toronto: Where do supply chains emerge?,Thursday,8,March,2012,Conference,C-BIP,"<p>The seventh in a series of Columbia Building Intelligence Project (C-BIP) think tanks sponsored by Oldcastle BuildingEnvelope (TM) and chaired by <strong>Phillip Anazalone</strong>, GSAPP.</p>
<p>The Power Plant<br />
	231 Queens Quay West, Toronto, Canada</p>
<br />
<span style=""font-size:12px;""><strong>SCHEDULE</strong></span><br />
<h2>
	<span style=""font-size:12px;""><strong>1:00 p.m. &ndash; 1:15 p.m.</strong></span> <span style=""font-size:12px;""><strong>INTRODUCTIONS</strong></span></h2>
<p><strong>Mark Wigley Dean</strong>, Columbia University GSAPP&nbsp;<br />
	<strong>Edwin B. Hathaway</strong> CEO, Oldcastle BuildingEnvelope&trade;<br />
	<strong>Phillip Anzalone</strong> Chair, C-BIP International Think Tank, Columbia University GSAPP<br />
	&nbsp;</p>
<h2>
	<span style=""font-size:12px;""><strong>1:15 p.m. &ndash; 2:15 p.m.&nbsp;</strong></span><strong style=""font-size: 12px; "">PANEL 1: MATERIALS + PROCESSES&nbsp;</strong></h2>
<p><strong>Billie Faircloth</strong>&nbsp;Research Director, KieranTimberlake&nbsp;<br />
	<strong>Rodolphe el-Khoury</strong> Principal, Khoury Levit Fong; Canada Research Chair in Architecture and Urban&nbsp;Design; Associate Professor, John H. Daniels Faculty of Architecture, Landscape and Design, University of&nbsp;Toronto<br />
	<strong>Daryl Neate</strong> Director, Sustainability, Oxford Properties<br />
	<strong>Oliver Neumann</strong> Associate Chair of Wood Building Design and Construction, Asociate Professor, School of Architecture + Landscape Architecture, University of British Columbia<br />
	<strong>Pina Petricone</strong> Principal, Giannone Petricone Associates; Associate Professor, John H. Daniels Faculty of Architecture, Landscape and Design, University of Toronto<br />
	Moderator: <strong>Phillip Anzalone</strong> Chair, C-BIP International Think Tank, Columbia University GSAPP&nbsp;<br />
	&nbsp;</p>
<h2>
	<span style=""font-size:12px;""><strong>2:15 p.m. - 3:15 p.m.&nbsp;PANEL 2: ASSEMBLIES + SYSTEMS</strong></span></h2>
<p><strong>Gregory Howell</strong> Founder, Managing Director, Lean Construction Institute<br />
	<strong>Liat Margolis</strong> Assistant Professor, John H. Daniels Faculty of Architecture, Landscape and Design, University of Toronto<br />
	<strong>Livio Nichilo</strong> Engineering Manager, Internat Energy Solutions Canada Inc.<br />
	<strong>Paul Sheehy</strong> Regional Manager, Tremco Roofing<br />
	<strong>Robert Simmons</strong> CEO, ConXtech, Inc.<br />
	Moderator: <strong>Mary Carol Witry </strong>Chief Operating Officer, Oldcastle BuildingEnvelope&trade;<br />
	&nbsp;</p>
<h2>
	<span style=""font-size:11px;""><strong><span style=""font-size:12px;"">3:15 p.m. - 3:30 p.m.&nbsp;BREAK</span></strong></span></h2>
<p>&nbsp;</p>
<h2>
	<span style=""font-size:11px;""><strong><span style=""font-size:12px;"">3:30 p.m. &ndash; 4:30 p.m.&nbsp;PANEL 3: DESIGN + DEVELOPMENT</span></strong></span></h2>
<p><strong>James Barrett</strong> National Director, Integrated Building Solutions, Turner Construction Company<br />
	<strong>Douglas Birkenshaw</strong> Principal, B+H Architects<br />
	<strong>Branko Kolarevic </strong>Associate Dean, Professor, Chair, Integrated Design at University of Calgary<br />
	<strong>Jonathan Mallie</strong> Principal, SHoP Construction and SHoP Architecture<br />
	<strong>Jeff Ranson</strong> Senior Associate, Sustainability at The Innovolve Group Inc.; Operations Manager, Sustainable Buildings Canada&nbsp;<br />
	Moderator: <strong>Phillip Anzalone</strong> Chair, C-BIP International Think Tank, Columbia University GSAPP<br />
	&nbsp;</p>
<h2>
	<span style=""font-size:12px;""><strong>4:30 p.m. &ndash; 5:30 p.m.&nbsp;PANEL 4: DEVELOPMENT + POLICY</strong></span></h2>
<p><strong>Michael Brooks</strong> Former CEO, Real Property Association of Canada; Adjunct Professor, Ted Rogers School of Management, Ryerson University; Commercial Real Estate Lawyer, Aird &amp; Berlis, LLP<br />
	<strong>Peter Clewes</strong> Partner, architectsAlliance<br />
	<strong>Eleanor McAteer</strong> Project Director, Tower Renewal Program, City of Toronto<br />
	<strong>Rob McMonagle</strong> Senior Advisor, The Green Economy, City of Toronto<br />
	<strong>Alex Waters</strong> Senior Manager, Living City Campus at Kortright<br />
	<strong>Jane Welsh</strong> A/Project Manager, City of Toronto<br />
	Moderator: <strong>Douglas Gauthier</strong> Adjunct&nbsp;Associate Professor, Columbia University GSAPP; Design Director, Gauthier Architects&nbsp;<br />
	&nbsp;</p>
<h2>
	<span style=""font-size:12px;""><strong>5:30 p.m. - 7:00 p.m.&nbsp;RECEPTION</strong></span></h2>
",Other North America,"The Power Plant, Toronto"
HU Pedro Urano and Joana Cseko,Thursday,8,March,2012,[object Object],Studio-X,"&quot;A symmetrically divided building: on one side, an importantpublic hospital, on the other, a bewildering ruin. On the horizon, Rio deJaneiro, public health, education and Brazil&#39;s aged modern project. Shotentirely in the monumental and only partially occupied modernist edifice of theUniversity Hospital of UFRJ. A materialmetaphor of the Brazilian public sphere and its political maze. A synthesisarchitecturally expressed of the modernist utopia/dystopia.&quot;<br />
<br />
[doc |78min | Brasil | 2011]<br />
<br />
Guests<br />
<strong>Pedro Urano</strong> and <strong>Joana Cseko</strong>, directors<br />
<strong>Cezar Migliorin</strong>, Universidade Federal Fluminense<br />
<br />
Portuguese/English subtitles and simultaneous translation for the debate<br />
<br />
<br />
<br />
STUDIO-X RIO<br />
Praa Tiradentes, 48 Centro Rio de Janeiro<br />
<br />
Free and open to the public<br />
STUDIOXRIO@COLUMBIA.EDU<br />
<br />
x-WEEK will trace a panorama on contemporary architecture by energizing Studio-X Rio with a set of activities, including lectures by Campo aud (Brazil), BLAC (Brazil), nARCHITECTS (US), Fake Industries (US), Juergen Mayer (Germany) and Juan Herreros (Spain), the Barra Megamix exhibition launch, and movie projection, roundtables etc.",Rio De Janeiro,Studio-X Rio
Visions for Barra da Tijuca,Wednesday,7,March,2012,Panel,Studio-X,"Guests:<br />
<strong>Carlos Eduardo Nunes Ferreira</strong>, UNESA<br />
<strong>Carlos Vergara</strong>, artista plastico<br />
<strong>Claudia Escarlate</strong>, Empresa Olmpica Municipal<br />
<strong>Claudia Franco Correia</strong>, UniverCidade<br />
<strong>Daniel Gusmo</strong>, DG Arquitetura<br />
<strong>Eric Bunge</strong>, Columbia University<br />
<strong>Keith Kaseman</strong>, Studio Sangue Bom<br />
<strong>Raul Smith</strong>, Studio Sangue Bom<br />
<br />
Names subjected to confirmation<br />
English simultaneous translation available<br />
<br />
<br />
<br />
STUDIO-X RIO<br />
Praa Tiradentes, 48 Centro Rio de Janeiro<br />
<br />
Free and open to the public<br />
STUDIOXRIO@COLUMBIA.EDU<br />
<br />
x-WEEK will trace a panorama on contemporary architecture by energizing Studio-X Rio with a set of activities, including lectures by Campo aud (Brazil), BLAC (Brazil), nARCHITECTS (US), Fake Industries (US), Juergen Mayer (Germany) and Juan Herreros (Spain), the Barra Megamix exhibition launch, and movie projection, roundtables etc.",Rio De Janeiro,Studio-X Rio
Barra Megamix,Wednesday,7,March,2012,Opening,Studio-X,"An exhibition showcasing visions of new urban typologies for Barra da Tijuca by GSAPP students, using as testing groung the site of TerraEncantada, a former amusement park site. The studio was conducted by <strong>Keith Kaseman</strong> and <strong>Raul Correa-Smith</strong>.<br />
<br />
Exhibition:<br />
March 7-31<br />
10 - 19h<br />
<br />
<br />
<br />
STUDIO-X RIO<br />
Praa Tiradentes, 48 Centro Rio de Janeiro<br />
<br />
Free and open to the public<br />
STUDIOXRIO@COLUMBIA.EDU<br />
<br />
x-WEEK will trace a panorama on contemporary architecture by energizing Studio-X Rio with a set of activities, including lectures by Campo aud (Brazil), BLAC (Brazil), nARCHITECTS (US), Fake Industries (US), Juergen Mayer (Germany) and Juan Herreros (Spain), the Barra Megamix exhibition launch, and movie projection, roundtables etc.",Rio De Janeiro,Studio-X Rio
Into the Streets,Tuesday,6,March,2012,Discussion,Studio-X,"What does it mean to take &#39;architectural curation from museum walls onto city streets, from observation to experience, and from lessons learned to learning lessons?&#39; &nbsp;<strong>David van der Leer</strong> in conversation with <strong>Rajeev Thakker</strong> presents his multi-disciplinary urban projects, BMW Guggenheim Lab and stillspotting NYC, that explore ways of getting new audiences to think and act in cities around the world.<br />
<br />
--<br />
<br />
<a href=""http://www.aoamumbai.in""><strong>Academy of Architecture</strong></a><br />
Noshir Talati Auditorium<br />
Mumbai<br />
<br />
<em>Free and Open to Public</em>",Mumbai,Academy of Architecture
"Book Signing and Launch for Dan Graham's New Jersey",Saturday,3,March,2012,Book Launch,Publications,"<em>Dan Graham&#39;s New Jersey</em> is the first book to compile Graham&#39;s&nbsp;photographs of New Jersey from 1966 to the present. Collecting the&nbsp;original photographs from Graham&#39;s iconic Homes for America series,&nbsp;Dan Graham&#39;s New Jersey pairs these with new photographs taken in the&nbsp;context of a study trip with the architecture faculty of Columbia&nbsp;University. The new images exhibit stark similarities to the older&nbsp;ones, taken in the same suburban locations that Graham photographed in&nbsp;the 1960s. The juxtaposition creates a fascinating play of repetitions&nbsp;and differences that raise questions regarding the future of&nbsp;architecture, suburbia, and public space.<br />
<br />
With essays by Mark Wasiuta&nbsp;and Mark Wigley.",New York,McNally Jackson Books
Lukas Feireiss & Architecture BRIO,Friday,2,March,2012,Lecture,Studio-X,"<strong>LUKAS FEIREISS</strong> presents &quot;The Imaginarium&quot;<br />
Architecture BRIO, <strong>Robert Verrijt</strong> &amp; <strong>Shefali Balwani</strong> &quot;Works: Aesthetics, Technological Innovation &amp; Sustainability&quot;<br />
<br />
Venue: Studio-X Mumbai<br />
Kitab Mahal,Fourth Floor,192, D N Road, Fort Mumbai 400001<br />
(Adjacent to New Excelsior Cinema)<br />
<br />
Refreshments will be served.<br />
",Mumbai,Studio-X Mumbai
CURE. Benefit Dinner,Thursday,1,March,2012,CURE Benefit Dinner,CURE,"<br />
<strong>BENEFIT CHAIRS:<br />
A. Eugene Kohn, Marc Holliday, Philip L. Milstein, Howard J. Rubenstein,&nbsp;Andrew Stone, Mary Ann Tighe, Daniel R. Tishman</strong><br />
<br />
<strong>KEYNOTE SPEAKER:</strong><br />
<strong>Mary Ann Tighe </strong>(<a href=""http://www.arch.columbia.edu/files/gsapp/imceshared/lld2117/2012_CURE_MaryAnnTigheSpeech.pdf"" target=""_blank"">Download</a> the speech)<br />
CEO, New York Tri-State Region, CBRE, Inc.<br />
Chairman, Real Estate Board of New York<br />
<br />
<strong>INTRODUCTION:</strong><br />
<strong>Robert K. Steel</strong><br />
Deputy Mayor for Economic Development<br />
New York City<br />
<br />
<strong>Marc Holliday</strong><br />
CEO, SL Green Realty Corp.<br />
<br />
<strong>WITH REMARKS BY:<br />
Vishaan Chakrabarti</strong><br />
Holliday Professor, Real Estate Development Program, Columbia University<br />
Director, CURE<br />
<br />
<br />
<strong>CURE. BENEFIT SPONSORS:</strong><br />
The Durst Organization<br />
Oldcastle BuildingEnvelope<br />
The Holliday Foundation<br />
Howard J. Rubenstein<br />
Kohn Pedersen Fox Associates<br />
SL Green Realty Corp.<br />
<br />
Lawrence B. Benenson<br />
CBRE, Inc.<br />
Buro Happold<br />
Fried, Frank, Harris, Shriver &amp; Jacobson LLP<br />
The Georgetown Company<br />
Goldman, Sachs &amp; Co.<br />
Hines<br />
Hudson Yards &ndash; Related/Oxford<br />
Jaros, Baum &amp; Bolles<br />
The Kefalidis Family<br />
Cynthia Moses-Manocherian &amp; Jeffrey Manocherian<br />
Dana &amp; Andy Stone<br />
Tishman, an AECOM Company<br />
<br />
<br />
<strong>THE CENTER FOR URBAN REAL ESTATE (CURE.)</strong><br />
Columbia University, Graduate School of Architecture, Planning and Preservation<br />
<br />
CURE represents a new paradigm in real estate development research and practice by identifying, sharing, and advocating solutions for a rapidly urbanizing world. Under the aegis of a premiere design school, CURE is uniquely focused on urbanization as a dynamic force that is altering the pace, performance, and practice of global real estate development. As a Center for research and thought leadership, CURE builds upon a platform of direct industry engagement through conferences, symposia, publications, and undertakes a dedicated research agenda that advocates for design-intelligent urban development. For more information visit http://www.arch.columbia.edu/CURE<br />
<br />
All benefit proceeds will be used to support research performed at CURE and its dissemination to the industry at-large.<br />
<br />
Columbia University is a not-for-profit, tax-exempt institution categorized by 501(c)(3) organization.",New York,Low Library
Architectural Colonialism: Richard Neutra and Latin America,Thursday,1,March,2012,Lecture,Latin Lab,"Ettinger examines the discourse Austrian-American architect Richard J. Neutra in relation to the notion of an &ldquo;American&rdquo; architecture and his publications on the role of architecture in dealing with social needs in South America, specifically programs for hospitals, schools and community centers based primarily on his experience in Puerto Rico. It illustrates both his perspective as &ldquo;missionary&rdquo; to Latin America and the reception of this discourse in the region.<br />
<br />
Catherine R. Ettinger is a full professor in the Architecture School at the Universidad Michoacana de San Nicol&aacute;s de Hidalgo where she has occupied diverse administrative positions and currently teaches architecture theory. She was trained as an architect with a Master&rsquo;s Degree in Preservation of Historic Sites and Buildings (1998) and a Doctorate in Architecture (2001) from the Universidad Nacional Aut&oacute;noma de M&eacute;xico. Her research interests include architectural theory and modern architecture.",New York,"100 Level, Avery Hall"
LIVE FEED: Middle East Collaborations 2005-2012 Panel Discussion,Wednesday,29,February,2012,Discussion,Studio-X,"<span style=""font-size:12px;""><strong>Exhibition:</strong> February 17-March 14<br />
<strong>Opening reception:</strong> February 22<br />
<strong>Exhibition panel:</strong> February 29<br />
<strong>Skype conversations:</strong> ongoing</span><br />
<br />
Off-site Studio-X event at the<br />
Center for Architecture<br />
536 LaGuardia Place<br />
New York, NY 10012<br />
<br />
Free and open to the public<br />
<br />
<strong>LIVE FEED: Middle East Collaborations 2005-2012</strong> offers a survey of GSAPP&#39;s engagement in the region. Through partnerships with international colleagues in the professional, academic, artistic, nonprofit, public, and private realms, GSAPP has developed architectural design studios and workshops, city planning processes, engaged historic preservation projects, and urban planning studios in Afghanistan, Jordan, Palestine, Qatar, Turkey, and the United Arab Emirates. The exhibition highlights 21 projects from seven cities.<br />
<br />
<strong>OPENING RECEPTION</strong><br />
Wednesday, February 22, 6:00-9:00pm<br />
Performance by<strong> Heather Raffo</strong> and <strong>SALAAM</strong>, Iraqi maqam and jazz.<br />
Also opening: City of Mirages, Baghdad, 1952-1982 and CHANGE: Architecture and Engineering in the Middle East, 2000-Present.<br />
<br />
<strong>LIVE FEED: VIEWING AND PANEL</strong><br />
Wednesday, February 29, 6-8pm<br />
6-6:30pm reception and exhibition viewing<br />
6:30-8pm conversation with:<br />
<br />
<strong>Robert Beauregard</strong>, Professor of Urban Planning<br />
<strong>Jennifer Broutin</strong>, Associate, Empire; Adjunct Assistant Professor of Architecture, GSAPP<br />
<strong>Markus Dochantschi</strong>, Assoc. AIA, Founder and Principal, studioMDA Architects; Adjunct Assistant Professor, GSAPP<br />
<strong>Kamal Farah</strong>, Associate, Empire; Adjunct Assistant Professor of Architecture, GSAPP<br />
<strong>Mario Gooden</strong>, AIA, Huff + Gooden Architects and Professor of Practice<br />
<strong>Craig Konyk</strong>, AIA, Principal, KONYK; Adjunct Assistant Professor, GSAPP<br />
<strong>Frederic Levrat</strong>, Principal, ArX New York and Adjunct Assistant Professor<br />
<strong>George Wheeler</strong>, Director of Conservation<br />
moderated by <strong>Mark Wigley</strong>, Dean, GSAPP<br />
<br />
<strong>SKYPE CONVERSATIONS</strong><br />
GSAPP&#39;s ongoing dialogue with partners in the Middle East will continue through noontime Skype conversations with the region&#39;s key thought leaders and practitioners while the exhibition is on view.<br />
<br />
Tuesday, February 21<br />
Ramallah <strong>Renad Shqeirat</strong>, Architect-Conservation, Riwaq<br />
<br />
Wednesday, February 22<br />
Ramallah <strong>Iyad Issa</strong>, Architect-Planning, Riwaq<br />
<br />
Tuesday, February 28<br />
Ramallah<strong> Sahar Qawasmi</strong>, Program Coordinator, Riwaq<br />
<br />
Wednesday, February 29<br />
Ramallah <strong>Iyad Issa</strong>, Architect-Planning, Riwaq<br />
<br />
Saturday, March 3<br />
Amman <strong>Jennifer Broutin and Kamal Farah</strong>, GSAPP + CUMERC<br />
<br />
Monday, March 5<br />
Ramallah <strong>Lana Judeh</strong>, Architect-Planning, and Marie Taylor, Architecture Assistant, Riwaq<br />
<br />
Wednesday, March 7<br />
Ramallah <strong>Lana Judeh</strong>, Architect-Planning, and Marie Taylor, Architecture Assistant, Riwaq<br />
<br />
Thursday, March 8<br />
Amman <strong>Frederic Levrat</strong>, GSAPP + CUMERC<br />
<br />
Wednesday, March 14<br />
Ramallah <strong>Sahar Qawasmi</strong>, Program Coordinator, Riwaq<br />
<br />
<br />
Visit <a href=""http://ARCH.COLUMBIA.EDU/STUDIOX"">ARCH.COLUMBIA.EDU/STUDIOX</a> for dates and participants.<br />
<br />
Sponsored by: Studio-X, Graduate School of Architecture, Planning and Preservation and the Columbia University Middle East ResearchCenter<br />
<br />
",New York,Center for Architecture
